date	rnum	rank	rankInten	rankOldAndNew	movieCd	movieNm	openDt	salesAmt	salesShare	salesInten	salesChange	salesAcc	audiCnt	audiInten	audiChange	audiAcc	scrnCnt	showCnt
20110101	1	1	0	OLD	20100962	울지마, 톤즈	2010-09-09	41099000	84.8	14716000	55.8	1480723500	6673	-184	-2.7	267671	56	85
20110101	2	2	0	OLD	20100046	카페 느와르	2010-12-30	4152500	8.6	-77100	-1.8	18445100	504	-28	-5.3	2345	15	18
20110101	3	3	0	OLD	20110014	연산군	1962-01-01	720000	1.5	-20000	-2.7	1460000	360	-5	-1.4	725	1	4
20110101	4	4	1	OLD	20101339	브라보! 재즈 라이프	2010-12-16	723300	1.5	159300	28.2	30065100	96	13	15.7	3881	6	7
20110101	5	5	2	OLD	20101211	용서	2010-12-05	761000	1.6	391000	105.7	30422000	91	45	97.8	4084	1	1
20110101	6	6	3	OLD	20100191	시	2010-05-13	422000	0.9	214800	103.7	1543863350	53	21	65.6	218567	1	1
20110101	7	7	1	OLD	20100202	하하하	2010-05-05	142000	0.3	-93400	-39.7	428939700	21	-13	-38.2	56375	2	2
20110101	8	8	7	OLD	20101338	서서 자는 나무	2010-12-09	127000	0.3	77000	154	28993500	18	11	157.1	3772	3	3
20110101	9	9	0	NEW	20070054	우리 학교	2007-03-29	125200	0.3	125200	100	211867000	16	16	100	34561	1	1
20110101	10	9	7	OLD	20101208	나는 나비	2010-12-02	93000	0.2	76000	447.1	26939000	16	13	433.3	4582	1	1
20110101	1	1	0	OLD	20101209	라스트 갓파더	2010-12-29	3311338500	50.2	1442404000	77.2	7265030000	441562	190941	76.2	985106	537	2303
20110101	2	2	0	OLD	20101223	헬로우 고스트	2010-12-22	1693874000	25.7	655283000	63.1	11490147500	224354	83806	59.6	1580584	418	1677
20110101	3	3	0	OLD	20101222	황해	2010-12-22	1418418500	21.5	548038000	63	12942533500	178445	68036	61.6	1675687	488	1445
20110101	4	4	0	OLD	20101221	쩨쩨한 로맨스	2010-12-01	89581500	1.4	1496000	1.7	15428408500	10961	-909	-7.7	2020547	81	167
20110101	5	5	0	OLD	20101200	김종욱 찾기	2010-12-08	47333000	0.7	8984500	23.4	7941661000	6019	901	17.6	1087767	47	89
20110101	6	6	0	OLD	20101399	심장이 뛴다	2011-01-05	37026500	0.6	27813500	301.9	123838500	4629	2746	145.8	22925	29	35
20110101	7	7	0	NEW	20101111	나의 불행에는 이유가 있다	2010-11-25	10000	0.0	10000	100	209500	2	2	100	34	1	1
20110101	1	1	0	OLD	20101071	아메리칸	2010-12-29	123262500	47.0	45510000	58.5	296242000	15287	5296	53	38317	117	341
20110101	2	2	0	OLD	20101378	쓰리 데이즈	2010-12-22	105379500	40.2	31901000	43.4	1689533000	13607	3773	38.4	231913	133	235
20110101	3	3	0	OLD	20090739	러블리, 스틸	2010-12-23	9767000	3.7	1814500	22.8	66973000	1189	180	17.8	8574	8	10
20110101	4	4	2	OLD	20101377	크리스마스 스타!	2010-12-23	5200500	2.0	2440000	88.4	47396500	683	317	86.6	6522	10	13
20110101	5	5	-1	OLD	20101227	톨스토이의 마지막 인생	2010-12-15	4480000	1.7	435000	10.8	392897500	570	39	7.3	54121	3	9
20110101	6	6	-1	OLD	20101275	클라라	2010-12-16	3130500	1.2	306500	10.9	50802100	412	27	7	6842	6	9
